Player,Matches Played,Avg Runs per Match,Strike Rate,Batting Position,Opponent Team,Venue,Previous Match Runs,Form (Last 5 Innings Avg.),Predicted Runs
Nitish Rana,146,25.13,140.89,4,PBKS,Eden Gardens,89,23.67,29
Virat Kohli,225,50.03,150.6,2,DC,Wankhede,98,52.68,45
Ruturaj Gaikwad,32,38.54,137.26,6,RR,DY Patil,18,63.01,48
Jitesh Sharma,280,53.77,179.68,3,MI,Eden Gardens,11,48.04,41
Jonny Bairstow,188,23.18,110.93,3,LSG,Arun Jaitley,36,21.48,14
Travis Head,292,36.25,143.57,5,KKR,DY Patil,19,73.09,62
Jos Buttler,143,47.46,111.78,4,KKR,Wankhede,112,43.22,41
KL Rahul,138,31.01,102.58,3,CSK,Chinnaswamy,6,24.67,26
Mayank Agarwal,284,22.01,121.74,2,MI,Arun Jaitley,21,39.79,22
Devdutt Padikkal,261,54.5,135.67,6,RCB,Wankhede,116,48.31,41
Marcus Stoinis,36,31.04,113.39,4,SRH,Chinnaswamy,92,82.93,65
Hardik Pandya,27,26.99,133.22,7,MI,Chinnaswamy,49,81.41,67
Quinton de Kock,115,36.16,173.98,6,KKR,Wankhede,65,81.99,51
Rohit Sharma,230,46.85,169.16,5,KKR,Eden Gardens,11,40.04,39
Kane Williamson,271,44.49,108.73,6,GT,DY Patil,51,52.97,63
Jos Buttler,298,25.93,173.06,7,MI,DY Patil,19,19.49,27
David Miller,38,50.51,176.3,3,CSK,DY Patil,81,55.98,49
Quinton de Kock,98,37.67,129.54,3,PBKS,Eden Gardens,96,86.32,67
Deepak Hooda,192,37.37,103.81,5,MI,Wankhede,76,19.75,26
Shivam Dube,218,20.79,107.45,6,RCB,Chinnaswamy,41,45.47,34
Manish Pandey,248,25.05,147.35,6,KKR,Arun Jaitley,47,86.65,56
Matthew Wade,17,51.78,101.35,1,SRH,Wankhede,50,14.49,39
Cameron Green,65,26.56,110.33,4,SRH,M. A. Chidambaram,12,12.72,13
Glenn Maxwell,251,23.38,157.23,6,PBKS,M. A. Chidambaram,109,15.31,19
Matthew Wade,270,29.71,129.53,6,GT,M. A. Chidambaram,22,76.49,53
Nitish Rana,131,27.52,127.07,2,MI,M. A. Chidambaram,71,71.15,57
Ben Stokes,249,29.24,104.35,7,CSK,DY Patil,106,35.45,36
Shahrukh Khan,282,42.52,161.87,1,DC,Wankhede,103,15.48,31
Manish Pandey,76,45.86,106.78,3,MI,DY Patil,47,31.67,40
Rinku Singh,295,34.45,115.69,6,RCB,Eden Gardens,113,31.7,36
Sam Curran,68,46.77,106.18,7,RR,DY Patil,69,13.41,45
Faf du Plessis,221,26.8,103.75,4,CSK,Chinnaswamy,116,63.97,57
Heinrich Klaasen,157,47.49,109.58,5,PBKS,Narendra Modi,16,35.72,45
Matthew Wade,151,21.35,109.65,6,RCB,DY Patil,106,19.15,27
Riyan Parag,85,41.65,110.8,2,PBKS,Arun Jaitley,73,43.9,44
Ravindra Jadeja,216,44.55,141.7,4,GT,Narendra Modi,115,82.56,59
Marcus Stoinis,23,22.24,117.01,3,RCB,M. A. Chidambaram,102,66.32,38
Deepak Hooda,158,20.51,140.41,6,LSG,Narendra Modi,72,42.65,46
Deepak Hooda,16,27.48,162.95,1,CSK,M. A. Chidambaram,104,35.17,31
Dawid Malan,41,50.91,163.05,1,RCB,Wankhede,83,27.92,47
Shubman Gill,266,29.23,162.18,6,DC,Narendra Modi,87,52.52,48
Andre Russell,197,40.69,175.99,1,GT,Arun Jaitley,35,31.55,39
Suryakumar Yadav,233,43.02,163.71,2,PBKS,DY Patil,64,75.82,52
Nicholas Pooran,289,50.36,169.8,5,PBKS,Eden Gardens,35,64.44,61
Shimron Hetmyer,238,51.89,121.32,6,PBKS,Chinnaswamy,42,67.07,70
Rahmanullah Gurbaz,164,45.5,138.24,5,DC,DY Patil,73,80.49,72
Ravindra Jadeja,79,24.7,124.92,2,CSK,Eden Gardens,40,45.29,50
Travis Head,287,25.3,116.12,3,SRH,DY Patil,16,54.91,55
Manish Pandey,156,33.56,111.24,6,RR,Chinnaswamy,15,19.49,35
Yashasvi Jaiswal,176,35.03,177.21,7,CSK,Narendra Modi,7,19.34,28
Sarfaraz Khan,59,38.56,171.4,1,LSG,Narendra Modi,57,45.78,37
KL Rahul,166,50.4,112.93,7,CSK,Narendra Modi,7,43.7,44
Rahul Tripathi,130,42.91,156.85,7,RCB,Wankhede,83,81.42,65
Axar Patel,293,29.4,120.33,3,RR,Eden Gardens,22,60.3,41
Suryakumar Yadav,168,25.19,135.56,7,CSK,Wankhede,41,48.63,40
Matthew Wade,153,50.88,139.91,1,GT,Wankhede,71,26.99,46
Heinrich Klaasen,83,53.1,169.95,1,RR,M. A. Chidambaram,1,12.28,26
Axar Patel,232,54.12,120.21,4,DC,Narendra Modi,96,77.28,61
Harpreet Singh,270,25.49,133.66,5,LSG,M. A. Chidambaram,84,78.8,48
Shikhar Dhawan,188,29.85,126.24,7,CSK,M. A. Chidambaram,16,13.94,33
Ben Stokes,73,47.54,170.09,2,PBKS,M. A. Chidambaram,59,76.71,70
Sanju Samson,135,25.14,151.66,4,MI,Chinnaswamy,53,82.84,44
Venkatesh Iyer,278,21.16,155.53,7,RR,Arun Jaitley,0,13.09,22
Sam Curran,68,53.78,174.9,1,GT,Arun Jaitley,33,28.95,31
Shahrukh Khan,207,22.31,101.04,6,KKR,Eden Gardens,24,42.8,28
Tilak Varma,146,26.84,139.51,7,RR,M. A. Chidambaram,93,37.42,47
Mayank Agarwal,119,39.86,113.93,7,GT,M. A. Chidambaram,56,49.8,44
Mayank Agarwal,215,37.21,134.59,3,MI,Narendra Modi,110,36.66,51
Kane Williamson,218,30.9,156.53,2,GT,Arun Jaitley,100,15.01,28
Sam Curran,47,30.03,157.52,4,RCB,DY Patil,37,14.3,30
Suryakumar Yadav,114,24.2,166.79,2,RR,Wankhede,84,56.4,36
Manish Pandey,89,43.35,151.46,1,PBKS,Wankhede,63,62.73,67
Pat Cummins,77,35.63,115.14,6,LSG,M. A. Chidambaram,11,19.81,31
Will Jacks,265,34.51,163.74,3,KKR,Narendra Modi,84,17.81,32
Quinton de Kock,136,38.09,159.67,5,GT,Narendra Modi,9,44.29,54
KS Bharat,229,49.56,171.36,4,GT,Arun Jaitley,119,16.23,41
KL Rahul,248,50.31,175.58,7,MI,Narendra Modi,94,50.71,55
Rohit Sharma,190,23.28,142.17,4,LSG,Arun Jaitley,60,33.69,26
Krunal Pandya,266,23.24,135.62,1,PBKS,M. A. Chidambaram,94,28.97,31
Riyan Parag,140,51.97,132.41,7,KKR,Eden Gardens,40,59.23,56
Harry Brook,87,36.64,163.61,4,LSG,M. A. Chidambaram,14,83.05,66
Krunal Pandya,90,41.13,135.31,7,PBKS,DY Patil,49,12.34,29
Nitish Rana,281,45.0,151.99,5,MI,M. A. Chidambaram,82,66.45,65
Virat Kohli,201,30.6,156.21,6,PBKS,Eden Gardens,11,16.34,37
Travis Head,77,39.96,178.75,1,RCB,Eden Gardens,48,81.58,72
Virat Kohli,223,42.15,122.68,5,CSK,Wankhede,97,17.36,30
Dawid Malan,226,24.99,179.92,4,DC,M. A. Chidambaram,116,87.41,66
David Miller,124,25.91,110.3,4,DC,Arun Jaitley,104,43.71,29
Ruturaj Gaikwad,210,44.67,157.77,4,CSK,Eden Gardens,69,87.22,74
Rinku Singh,240,52.07,102.43,2,MI,Arun Jaitley,103,84.19,71
Chetan Sakariya,199,41.6,122.13,2,GT,Arun Jaitley,85,37.07,50
Shikhar Dhawan,190,49.6,122.31,7,SRH,M. A. Chidambaram,8,11.33,23
Suryakumar Yadav,57,38.79,122.8,6,DC,M. A. Chidambaram,1,75.16,52
Jonny Bairstow,232,52.69,117.09,4,SRH,M. A. Chidambaram,77,15.78,42
Yashasvi Jaiswal,88,37.88,122.54,5,RCB,Eden Gardens,98,63.59,48
Mayank Agarwal,245,47.13,171.75,7,SRH,Chinnaswamy,72,68.43,69
Kyle Mayers,147,24.61,172.96,3,RR,M. A. Chidambaram,17,82.44,56
Jitesh Sharma,228,22.79,127.01,4,DC,Narendra Modi,64,35.63,41
Nicholas Pooran,286,53.86,136.82,4,MI,M. A. Chidambaram,109,82.58,66
Axar Patel,160,22.65,159.5,3,KKR,Narendra Modi,63,35.36,40
Ravindra Jadeja,230,47.01,171.16,2,RR,M. A. Chidambaram,14,15.59,23
Nicholas Pooran,47,20.56,159.96,1,RCB,Arun Jaitley,120,48.83,50
Travis Head,30,41.56,156.24,7,RR,Wankhede,62,57.16,53
Liam Livingstone,216,29.75,134.17,4,LSG,Wankhede,37,82.09,58
Liam Livingstone,128,23.52,121.18,2,SRH,M. A. Chidambaram,1,30.94,33
Will Jacks,256,31.5,131.9,7,PBKS,Arun Jaitley,72,55.92,57
Tim David,32,29.47,151.86,6,SRH,DY Patil,15,14.11,18
Marcus Stoinis,272,34.9,108.24,2,LSG,Chinnaswamy,80,85.42,71
Yashasvi Jaiswal,159,28.63,153.25,1,CSK,Arun Jaitley,74,41.34,44
Ishan Kishan,274,52.64,117.3,4,MI,Arun Jaitley,110,43.15,41
Rahul Tripathi,210,21.8,135.68,4,CSK,Arun Jaitley,107,15.73,34
Sanju Samson,279,34.41,145.98,4,MI,Chinnaswamy,95,87.87,74
Ben Stokes,95,43.94,141.9,3,CSK,M. A. Chidambaram,5,63.81,46
Sarfaraz Khan,145,25.88,131.87,2,CSK,Chinnaswamy,23,64.99,57
Faf du Plessis,196,24.28,153.1,2,PBKS,Eden Gardens,9,74.17,63
Chetan Sakariya,229,45.57,155.55,1,DC,Narendra Modi,69,19.9,46
Krunal Pandya,300,53.89,121.63,1,RR,Chinnaswamy,119,29.12,51
Krunal Pandya,239,37.65,177.16,5,GT,Wankhede,46,23.41,21
Prithvi Shaw,77,29.1,171.54,1,MI,Arun Jaitley,22,20.06,39
MS Dhoni,167,49.83,130.62,1,PBKS,Chinnaswamy,8,62.82,60
Nicholas Pooran,147,50.6,122.29,2,RCB,DY Patil,79,76.56,63
Liam Livingstone,251,26.31,103.92,2,SRH,Chinnaswamy,33,12.03,29
Andre Russell,251,46.46,146.42,1,LSG,Eden Gardens,113,78.86,78
Shubman Gill,61,46.63,165.46,3,RCB,Eden Gardens,57,54.69,56
Axar Patel,90,40.46,170.02,5,CSK,Arun Jaitley,88,88.23,71
Ishan Kishan,62,30.72,164.89,4,DC,Eden Gardens,118,49.29,36
Marcus Stoinis,257,23.96,138.96,4,RR,Chinnaswamy,115,44.28,40
Jos Buttler,220,41.33,106.3,1,MI,Narendra Modi,17,20.33,26
Tilak Varma,190,23.1,175.76,7,SRH,Arun Jaitley,62,46.1,35
Deepak Hooda,58,20.26,158.08,5,CSK,Arun Jaitley,1,87.43,61
Abhishek Sharma,298,35.41,158.77,3,CSK,DY Patil,43,35.62,26
Shimron Hetmyer,272,29.45,119.95,4,PBKS,Narendra Modi,62,66.89,54
Kane Williamson,126,23.04,127.78,7,MI,Arun Jaitley,34,23.85,16
Will Jacks,20,29.85,105.95,1,GT,DY Patil,100,24.37,32
Dinesh Karthik,58,54.24,179.01,2,RCB,Arun Jaitley,119,88.54,63
Heinrich Klaasen,253,35.2,118.02,3,GT,Wankhede,106,44.71,55
Nitish Rana,213,26.33,160.32,6,RCB,Arun Jaitley,23,29.31,41
Shivam Dube,52,42.09,138.79,4,SRH,Wankhede,86,59.4,42
Shivam Dube,74,39.28,106.93,7,PBKS,Narendra Modi,112,56.87,45
Shimron Hetmyer,65,33.62,147.05,4,RR,Wankhede,112,85.29,71
MS Dhoni,244,45.17,167.0,6,PBKS,Eden Gardens,63,20.97,25
Sam Curran,215,53.1,136.82,6,SRH,Chinnaswamy,38,25.7,53
Shivam Dube,19,48.47,160.37,7,RR,Narendra Modi,53,74.18,53
Ben Stokes,46,40.49,123.25,5,SRH,Wankhede,107,45.9,41
Mayank Agarwal,273,54.96,157.09,2,LSG,Eden Gardens,10,75.09,60
Hardik Pandya,298,47.61,120.88,1,KKR,Wankhede,61,49.75,48
David Miller,217,33.39,172.79,5,RR,M. A. Chidambaram,78,33.06,36
Devon Conway,31,46.5,122.29,3,PBKS,M. A. Chidambaram,116,89.09,69
Ishan Kishan,284,42.63,106.09,1,PBKS,Chinnaswamy,59,52.81,62
Hardik Pandya,264,36.44,115.95,6,KKR,DY Patil,42,20.86,38
Mayank Agarwal,229,45.25,106.04,5,SRH,Narendra Modi,119,86.48,67
Ajinkya Rahane,237,34.98,123.71,6,LSG,Wankhede,42,69.88,57
Shahrukh Khan,105,36.92,160.66,4,DC,DY Patil,47,60.14,54
Nitish Rana,159,47.08,108.75,7,CSK,Arun Jaitley,46,12.59,31
Dinesh Karthik,266,32.07,128.66,6,PBKS,Eden Gardens,75,78.28,57
Jitesh Sharma,266,34.8,113.95,4,LSG,DY Patil,21,32.26,48
Mayank Agarwal,70,52.66,150.34,6,SRH,DY Patil,120,48.43,66
Travis Head,83,35.54,155.83,2,RR,Chinnaswamy,33,25.42,41
David Warner,107,49.74,103.79,6,SRH,M. A. Chidambaram,17,61.16,60
Matthew Wade,28,20.03,140.26,7,RCB,Narendra Modi,84,63.13,40
Quinton de Kock,214,31.78,167.15,4,RR,Eden Gardens,5,85.08,61
Devdutt Padikkal,115,34.94,137.13,2,RCB,Arun Jaitley,16,25.81,43
Nitish Rana,126,54.77,154.56,4,MI,Wankhede,65,46.22,65
Noor Ahmad,69,34.1,136.25,5,MI,Narendra Modi,7,32.42,48
Nitish Rana,143,38.08,129.06,6,MI,Wankhede,0,69.46,62
Shimron Hetmyer,104,25.96,147.08,3,SRH,Eden Gardens,90,56.78,50
Sam Curran,38,54.48,175.91,5,LSG,Wankhede,30,83.21,70
Dawid Malan,237,49.3,119.43,1,MI,Chinnaswamy,87,74.31,56
Hardik Pandya,131,30.0,160.77,5,RR,Narendra Modi,77,68.09,50
Jason Roy,171,44.02,156.06,6,KKR,Chinnaswamy,57,29.02,47
Rilee Rossouw,69,20.5,153.71,6,DC,Narendra Modi,77,34.51,27
Shikhar Dhawan,185,48.57,167.71,3,DC,Narendra Modi,45,70.92,75
Jonny Bairstow,93,24.13,155.95,4,KKR,DY Patil,78,18.67,33
Devon Conway,108,26.67,152.2,2,PBKS,Chinnaswamy,117,43.97,28
Abhishek Sharma,69,20.1,146.4,4,CSK,Wankhede,0,87.59,63
Tim David,120,53.46,114.92,5,CSK,Narendra Modi,67,20.68,45
KS Bharat,242,35.53,114.15,3,RR,Wankhede,115,74.26,61
KL Rahul,16,46.71,179.51,7,KKR,Eden Gardens,18,76.32,62
Devdutt Padikkal,141,45.4,143.07,4,MI,Narendra Modi,15,42.38,36
Jos Buttler,186,34.57,119.99,5,KKR,Wankhede,114,11.97,16
MS Dhoni,200,27.02,109.82,3,SRH,DY Patil,74,35.11,25
Ishan Kishan,243,45.17,110.42,6,CSK,Wankhede,17,71.25,60
Riyan Parag,75,35.49,151.94,7,CSK,M. A. Chidambaram,79,43.45,42
Washington Sundar,23,32.39,114.74,3,DC,M. A. Chidambaram,116,37.47,41
Shreyas Iyer,62,21.02,156.09,4,SRH,Narendra Modi,61,64.69,49
David Miller,189,26.41,157.07,6,LSG,DY Patil,56,35.84,46
Devon Conway,178,32.27,113.82,5,LSG,DY Patil,11,16.22,24
Shivam Dube,97,50.4,114.49,5,RR,Wankhede,32,50.62,54
Shubman Gill,35,44.13,150.34,6,RCB,Arun Jaitley,14,10.41,36
Deepak Hooda,254,54.01,171.26,5,LSG,Eden Gardens,43,64.14,49
Tilak Varma,119,46.87,132.07,2,CSK,Arun Jaitley,35,60.86,50
Sarfaraz Khan,112,49.16,132.17,7,DC,Chinnaswamy,101,26.16,44
Sarfaraz Khan,284,24.56,137.44,6,SRH,Eden Gardens,111,80.92,48
Virat Kohli,168,54.19,130.98,7,GT,DY Patil,68,69.0,70
Pat Cummins,41,53.56,155.0,1,PBKS,Arun Jaitley,110,71.77,63
Suryakumar Yadav,101,32.63,131.71,6,DC,Narendra Modi,79,76.26,56
Shreyas Iyer,279,40.22,137.72,4,MI,Eden Gardens,107,39.95,33
Sam Curran,33,39.09,102.98,4,LSG,Arun Jaitley,92,88.03,74
Venkatesh Iyer,212,38.77,143.9,4,GT,Arun Jaitley,53,46.9,56
Chetan Sakariya,180,50.44,104.08,7,SRH,Narendra Modi,74,79.05,61
Kyle Mayers,60,49.69,176.58,6,SRH,Narendra Modi,113,52.19,66
Ruturaj Gaikwad,241,20.13,102.64,3,GT,Arun Jaitley,15,87.6,53
Prithvi Shaw,239,42.35,119.92,5,GT,Eden Gardens,57,88.96,76
Ben Stokes,111,32.16,168.44,7,MI,M. A. Chidambaram,28,83.59,73
Rohit Sharma,169,22.12,171.83,5,LSG,Narendra Modi,61,12.04,12
Rilee Rossouw,233,42.32,167.17,3,MI,Wankhede,66,22.98,42
Riyan Parag,90,24.93,130.14,7,SRH,Narendra Modi,36,80.68,52
Harpreet Singh,85,50.96,110.57,4,KKR,Arun Jaitley,94,46.84,57
Jos Buttler,169,28.12,130.75,2,MI,Chinnaswamy,11,53.11,44
Andre Russell,124,21.8,106.31,5,MI,Arun Jaitley,26,81.39,44
Harry Brook,63,44.99,173.82,4,LSG,Chinnaswamy,65,54.17,47
Shahrukh Khan,241,43.47,131.07,4,LSG,M. A. Chidambaram,13,42.03,38
Sarfaraz Khan,263,21.97,174.77,6,RR,Eden Gardens,12,15.12,34
Josh Inglis,25,20.7,108.87,1,CSK,Wankhede,105,46.49,26
Yashasvi Jaiswal,84,45.52,171.35,4,PBKS,Arun Jaitley,95,85.47,63
Suryakumar Yadav,236,29.39,178.64,1,RCB,DY Patil,24,42.18,30
Travis Head,245,28.04,179.38,7,KKR,Arun Jaitley,52,66.48,43
Shivam Dube,180,26.39,133.94,7,RCB,Eden Gardens,91,68.75,47
David Miller,42,20.51,164.79,4,GT,Eden Gardens,69,54.3,50
KL Rahul,203,47.22,170.34,2,PBKS,M. A. Chidambaram,31,52.4,52
Will Jacks,119,23.87,174.31,4,RR,Wankhede,94,22.36,22
Pat Cummins,66,41.92,143.61,2,SRH,Wankhede,50,16.31,26
Ajinkya Rahane,138,38.79,136.41,3,PBKS,Chinnaswamy,23,51.75,44
Shivam Dube,223,48.49,159.32,1,GT,Chinnaswamy,88,83.51,59
Will Jacks,123,24.35,140.37,7,MI,Eden Gardens,14,63.83,52
Suyash Sharma,58,21.52,122.58,1,GT,DY Patil,60,38.33,42
Kane Williamson,13,45.0,124.05,6,DC,Eden Gardens,27,25.18,41
Venkatesh Iyer,193,21.81,106.56,5,PBKS,Wankhede,88,61.8,42
Jonny Bairstow,156,23.51,175.41,3,KKR,Narendra Modi,4,70.1,56
Sarfaraz Khan,38,46.94,176.41,3,GT,Arun Jaitley,98,14.9,29
Ruturaj Gaikwad,74,34.62,109.88,7,RR,Arun Jaitley,65,70.43,53
Tilak Varma,163,32.57,111.1,2,LSG,Eden Gardens,42,78.09,67
Quinton de Kock,239,40.06,119.35,7,MI,Wankhede,47,21.3,24
Shikhar Dhawan,298,25.32,145.46,6,RCB,Arun Jaitley,39,43.47,47
Prithvi Shaw,83,38.58,130.1,2,MI,Chinnaswamy,58,17.69,40
Rilee Rossouw,40,29.1,168.14,1,PBKS,Chinnaswamy,87,40.62,42
Shubman Gill,132,32.96,121.57,3,DC,Arun Jaitley,7,47.85,55
Dawid Malan,263,39.18,105.83,1,DC,M. A. Chidambaram,91,55.01,48
Andre Russell,47,36.54,152.83,6,MI,Arun Jaitley,10,29.82,28
Shimron Hetmyer,31,20.26,131.91,4,PBKS,M. A. Chidambaram,84,57.93,49
Jason Roy,86,21.08,164.62,1,RCB,Eden Gardens,120,50.66,48
Travis Head,147,40.45,146.92,7,RR,Arun Jaitley,54,69.06,65
Ruturaj Gaikwad,185,38.77,141.81,3,PBKS,DY Patil,33,53.87,52
Venkatesh Iyer,215,38.89,168.74,2,DC,DY Patil,78,62.18,59
David Warner,131,53.47,171.86,7,PBKS,Arun Jaitley,102,85.1,83
Andre Russell,11,52.08,120.51,6,DC,Chinnaswamy,102,20.03,38
Jonny Bairstow,142,49.78,127.1,1,SRH,Narendra Modi,35,14.77,37
Rohit Sharma,178,33.48,153.56,4,PBKS,Wankhede,11,12.52,20
David Warner,195,23.03,177.54,1,DC,Chinnaswamy,118,28.28,37
Sai Sudharsan,96,24.16,113.07,6,RCB,Chinnaswamy,94,58.94,55
Axar Patel,12,37.57,131.06,5,CSK,Narendra Modi,79,44.29,52
Shahrukh Khan,241,35.34,146.44,2,RCB,Eden Gardens,60,27.16,39
Ben Stokes,138,27.75,111.32,7,CSK,DY Patil,109,16.58,29
Axar Patel,84,37.41,129.45,5,DC,Wankhede,83,13.87,28
Hardik Pandya,23,24.74,153.59,2,RCB,Wankhede,2,43.93,27
Prithvi Shaw,197,24.28,122.09,6,DC,Wankhede,100,68.41,60
Moeen Ali,56,29.6,115.79,6,MI,Wankhede,73,29.96,38
Marcus Stoinis,195,45.61,109.04,3,PBKS,Chinnaswamy,104,78.43,65
Hardik Pandya,70,34.3,158.89,7,CSK,M. A. Chidambaram,46,32.91,36
Marcus Stoinis,16,44.33,129.66,2,SRH,Eden Gardens,83,79.38,75
Ben Stokes,262,52.58,160.84,7,KKR,Arun Jaitley,99,35.17,40
Jason Roy,144,44.75,140.94,2,RR,Wankhede,22,12.88,40
Shivam Dube,95,45.49,121.45,3,RR,DY Patil,91,53.08,58
Noor Ahmad,155,30.82,161.98,6,RCB,M. A. Chidambaram,54,41.54,40
Harpreet Singh,266,54.61,159.56,4,RCB,Eden Gardens,81,81.12,83
Yashasvi Jaiswal,118,48.34,122.62,4,PBKS,DY Patil,33,29.95,50
Pat Cummins,227,30.14,152.67,3,DC,Wankhede,117,65.37,61
Rahmanullah Gurbaz,147,50.65,125.49,4,RR,DY Patil,43,44.26,62
David Warner,75,45.78,115.63,4,LSG,Eden Gardens,37,43.22,38
Suryakumar Yadav,273,37.8,170.6,7,LSG,M. A. Chidambaram,42,70.11,51
Hardik Pandya,17,23.55,179.66,6,CSK,M. A. Chidambaram,111,10.9,29
Rahmanullah Gurbaz,160,39.37,113.06,7,DC,DY Patil,10,48.36,46
Kane Williamson,105,20.55,168.67,1,GT,Wankhede,114,44.32,26
Nitish Rana,30,52.18,174.42,1,GT,Chinnaswamy,34,46.21,62
Shubman Gill,83,47.57,134.11,7,RCB,Eden Gardens,118,43.42,56
Devdutt Padikkal,224,47.57,114.07,1,MI,M. A. Chidambaram,82,33.36,52
Will Jacks,285,28.49,105.6,1,LSG,DY Patil,23,40.44,45
Nicholas Pooran,257,23.65,165.0,6,LSG,Wankhede,78,73.78,48
Suryakumar Yadav,119,23.16,150.54,6,LSG,DY Patil,78,26.29,37
Dinesh Karthik,40,49.41,177.68,2,LSG,Arun Jaitley,83,29.4,34
Liam Livingstone,31,32.08,114.05,4,PBKS,Narendra Modi,76,37.35,34
Shahrukh Khan,30,33.43,125.02,5,RR,Narendra Modi,100,52.2,35
Abhishek Sharma,109,30.39,171.31,5,SRH,Eden Gardens,69,31.36,32
Sam Curran,149,37.49,129.94,3,PBKS,Chinnaswamy,114,80.77,68
Shikhar Dhawan,197,31.92,129.04,1,MI,Arun Jaitley,119,65.73,53
Prithvi Shaw,126,20.26,131.65,5,LSG,DY Patil,2,66.66,47
Shahrukh Khan,291,49.23,166.11,7,PBKS,Wankhede,48,52.36,54
Abhishek Sharma,61,38.19,139.37,4,PBKS,Wankhede,118,72.5,57
David Warner,104,21.95,153.53,7,RR,Narendra Modi,87,73.37,47
Prithvi Shaw,255,33.89,108.97,4,CSK,Eden Gardens,5,71.65,56
Pat Cummins,170,39.82,163.08,7,RCB,M. A. Chidambaram,18,17.43,24
David Miller,195,24.7,167.92,1,SRH,Chinnaswamy,118,33.44,20
Dawid Malan,239,22.58,112.15,6,LSG,Wankhede,44,33.73,36
Andre Russell,194,51.55,164.95,7,RR,DY Patil,105,57.56,48
Nicholas Pooran,29,28.58,101.44,1,CSK,M. A. Chidambaram,16,63.8,52
Andre Russell,91,22.12,123.84,2,MI,Narendra Modi,60,22.02,32
Quinton de Kock,270,34.48,132.93,5,MI,Eden Gardens,21,44.11,42
Ravindra Jadeja,63,41.47,149.41,4,RCB,M. A. Chidambaram,46,81.72,75
Shikhar Dhawan,25,39.47,158.68,2,RCB,M. A. Chidambaram,44,50.04,60
Rohit Sharma,248,27.96,138.67,7,RR,DY Patil,5,13.09,19
Jonny Bairstow,201,37.0,156.3,4,SRH,Wankhede,8,24.25,44
Glenn Maxwell,18,36.72,110.46,7,DC,Wankhede,13,29.36,23
Axar Patel,241,22.19,166.36,6,RR,M. A. Chidambaram,116,14.94,27
Devdutt Padikkal,139,23.57,124.72,6,RCB,M. A. Chidambaram,31,74.77,54
Matthew Wade,287,24.67,144.4,1,LSG,Eden Gardens,71,61.26,56
Cameron Green,216,29.5,111.53,3,CSK,M. A. Chidambaram,34,34.39,47
Jonny Bairstow,257,50.61,144.84,6,KKR,DY Patil,5,31.7,50
Dinesh Karthik,17,33.82,133.1,5,SRH,Arun Jaitley,49,24.76,19
Suyash Sharma,256,42.24,165.02,3,RR,Wankhede,69,21.47,46
Shreyas Iyer,205,53.3,105.94,1,DC,Narendra Modi,40,64.87,60
Glenn Maxwell,128,32.06,157.69,2,LSG,Chinnaswamy,92,20.18,19
Shivam Dube,284,28.29,142.81,2,CSK,Chinnaswamy,80,44.84,33
Shahrukh Khan,22,51.13,170.28,5,DC,M. A. Chidambaram,24,20.13,46
Sam Curran,117,38.53,171.19,3,RCB,M. A. Chidambaram,55,19.26,28
Kyle Mayers,59,49.32,109.82,4,KKR,Chinnaswamy,71,42.68,44
Jason Roy,248,40.82,113.62,7,DC,Chinnaswamy,59,66.12,50
Heinrich Klaasen,18,28.46,167.05,7,SRH,Chinnaswamy,33,28.33,40
Sarfaraz Khan,278,41.72,160.33,4,SRH,M. A. Chidambaram,9,10.27,32
Jitesh Sharma,90,48.07,152.56,5,RR,Wankhede,119,42.84,36
Devdutt Padikkal,74,24.93,135.85,4,LSG,M. A. Chidambaram,101,39.37,33
Pat Cummins,137,39.51,140.04,7,KKR,Arun Jaitley,19,49.32,51
Sai Sudharsan,289,43.61,168.43,1,CSK,M. A. Chidambaram,82,16.42,41
Riyan Parag,47,48.57,101.67,6,CSK,Arun Jaitley,97,11.46,37
Rahul Tripathi,214,36.59,111.26,6,LSG,DY Patil,79,56.45,62
Nicholas Pooran,69,51.22,110.24,4,SRH,Chinnaswamy,83,22.15,31
Matthew Wade,211,43.32,152.45,5,GT,Arun Jaitley,47,12.96,25
Heinrich Klaasen,293,44.88,108.7,5,CSK,DY Patil,12,22.79,48
Rinku Singh,242,37.14,103.75,3,DC,Narendra Modi,78,26.75,42
Harpreet Singh,241,29.88,173.8,7,PBKS,Wankhede,31,89.66,51
Tim David,181,48.37,109.05,6,GT,Arun Jaitley,107,80.17,67
Heinrich Klaasen,11,46.07,154.05,6,LSG,M. A. Chidambaram,29,68.09,70
Shimron Hetmyer,35,39.46,169.74,6,DC,DY Patil,5,42.67,53
Heinrich Klaasen,273,40.75,100.82,4,MI,M. A. Chidambaram,11,29.89,31
Ravindra Jadeja,253,40.21,128.74,4,MI,Wankhede,31,20.57,20
Heinrich Klaasen,173,30.22,153.21,6,LSG,Arun Jaitley,60,71.78,64
Ravindra Jadeja,23,29.8,160.23,1,GT,Arun Jaitley,18,74.25,58
Shimron Hetmyer,274,37.41,155.45,2,RCB,DY Patil,33,17.85,42
Kane Williamson,56,49.33,125.93,2,LSG,Arun Jaitley,39,46.49,57
Shreyas Iyer,182,49.63,153.72,3,DC,Chinnaswamy,4,61.91,52
Glenn Maxwell,107,29.33,121.54,6,MI,Narendra Modi,111,42.28,32
Devon Conway,120,42.05,115.44,2,SRH,Chinnaswamy,29,63.06,64
